design_id,gate_pass,endurance_pass,termination,failure_reasons,endurance_termination,drag_case,empty_mass_kg,initial_fuel_kg,initial_mass_kg,wing_area_m2,altitude_m,gamma_deg,rated_thrust_n,initial_installed_thrust_to_weight,wing_loading_n_m2,elapsed_s,final_mach,time_to_mach_1_s,fuel_at_mach_1_kg,final_fuel_kg,min_excess_thrust_n,min_acceleration_force_n,max_cl,max_q_pa,review_flags,reached_mach_1,mass_within_limit,fuel_nonnegative,never_descends,positive_excess_thrust,positive_acceleration,cl_within_limit,q_within_limit,drag_sensitivity
D0066,True,True,target_reached,,hold_complete,baseline,21.0,1.0,22.0,0.12,6000.0,0,600.0,1.338074034687281,1797.8858333333333,13.779356162725447,1.0,13.779356162725447,0.8103418380580082,0.7136701079430279,31.5174924809491,31.5174924809491,0.08499238774443954,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,baseline_pass_sensitive
D0068,True,True,target_reached,,hold_complete,optimistic,18.0,3.0,21.0,0.12,3000.0,0,600.0,1.7823159054523467,1716.1637500000002,6.44230886754426,1.0,6.44230886754426,2.8824867702452264,2.8116831353380745,130.93675158515114,130.93675158515114,0.054630064970574675,49084.80084765296,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0069,True,True,target_reached,,hold_complete,optimistic,18.0,3.0,21.0,0.12,6000.0,0,600.0,1.4017918458628658,1716.1637500000002,7.270603144629144,1.0,7.270603144629144,2.8994844882117308,2.850887067319355,123.50948594389806,123.50948594389806,0.08112909739241957,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,baseline_pass_sensitive
D0069,True,True,target_reached,,hold_complete,baseline,18.0,3.0,21.0,0.12,6000.0,0,600.0,1.4017918458628658,1716.1637500000002,13.123836689613762,1.0,13.123836689613762,2.8193623293632553,2.7244312072864076,31.662403897356654,31.662403897356654,0.08112909739241957,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,baseline_pass_sensitive
D0071,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.12,3000.0,0,600.0,1.5595264172708034,1961.3300000000002,7.376005228544617,1.0,7.376005228544617,2.8654557178604634,2.793172256719873,130.62843102615852,130.62843102615852,0.062434359966371054,49084.80084765296,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0072,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.12,6000.0,0,600.0,1.2265678651300076,1961.3300000000002,8.33528051931949,1.0,8.33528051931949,2.8847657351424427,2.834967342350255,123.05088370701853,123.05088370701853,0.0927189684484795,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,baseline_pass_sensitive
D0072,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.12,6000.0,0,600.0,1.2265678651300076,1961.3300000000002,15.103998822040387,1.0,15.103998822040387,2.7921145921964547,2.691876029261763,31.20748819465973,31.20748819465973,0.0927189684484795,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,baseline_pass_sensitive
D0098,True,True,target_reached,,hold_complete,optimistic,18.0,1.0,19.0,0.18,3000.0,0,600.0,1.969928106026278,1035.1463888888889,10.4443069403105,1.0,10.4443069403105,0.8103611874576367,0.6792279573495028,29.8254159241132,29.8254159241132,0.03295146776002917,49084.80084765296,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0099,True,True,target_reached,,hold_complete,optimistic,18.0,1.0,19.0,0.18,6000.0,0,600.0,1.5493488822694834,1035.1463888888889,9.408907765074524,1.0,9.408907765074524,0.8702586466778589,0.7966545319007022,54.65370373893785,54.65370373893785,0.04893501112558641,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0101,True,True,target_reached,,hold_complete,optimistic,21.0,1.0,22.0,0.18,3000.0,0,600.0,1.7013015461136038,1198.5905555555555,12.12554147614209,1.0,12.12554147614209,0.7798381764196564,0.6410093244430385,29.63981053985401,29.63981053985401,0.03815433109056009,49084.80084765296,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0102,True,True,target_reached,,hold_complete,optimistic,21.0,1.0,22.0,0.18,6000.0,0,600.0,1.338074034687281,1198.5905555555555,10.92692059412545,1.0,10.92692059412545,0.8493280727473049,0.7730540160445437,54.37629615167961,54.37629615167961,0.056661591829626365,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0104,True,True,target_reached,,hold_complete,optimistic,18.0,3.0,21.0,0.18,3000.0,0,600.0,1.7823159054523467,1144.1091666666666,11.563634508180753,1.0,11.563634508180753,2.7900395113928678,2.653796058927115,29.704694700078505,29.704694700078505,0.03642004331371645,49084.80084765296,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0105,True,True,target_reached,,hold_complete,optimistic,18.0,3.0,21.0,0.18,6000.0,0,600.0,1.4017918458628658,1144.1091666666666,10.419408243892628,1.0,10.419408243892628,2.8563256484457162,2.780947216820921,54.4732734391136,54.4732734391136,0.05408606492827971,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0107,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.18,3000.0,0,600.0,1.5595264172708034,1307.5533333333333,13.254244242177082,1.0,13.254244242177082,2.7593472793287313,2.615281357552605,29.50099688676687,29.50099688676687,0.04162290664424737,49084.80084765296,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0108,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.18,6000.0,0,600.0,1.2265678651300076,1307.5533333333333,11.946863784299357,1.0,11.946863784299357,2.835265341962454,2.757181813591356,54.16881930469796,54.16881930469796,0.061812645632319675,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
