time_s,mach,q_pa,cl,reynolds,cd_parasite,cd_induced,cd_wave,cd_total,drag_n,speed_m_s,altitude_m,mass_kg,fuel_kg,thrust_n,fuel_flow_kg_s,excess_thrust_n,acceleration_force_n,acceleration_m_s2,climb_rate_m_s,specific_excess_power_m_s,throttle
0.0,0.8,31414.272542497896,0.08974939245165839,2304477.9911019453,0.023667374918915435,0.0011395428064152494,0.0006886574074074087,0.027495575132738093,69.10027927460497,262.8668427071567,3000.0,23.0,3.0,367.0495137582894,0.018679931819703406,297.9492344836844,297.9492344836844,12.954314542768886,0.0,347.2398590031317,1.0
0.005075929077256445,0.8002000879818538,31429.98855360382,0.08970414505037266,2305054.364040028,0.02366657631879839,0.0011383940888175443,0.0007020921204936103,0.02750706252810954,69.1637328321398,262.93258832722364,3000.0,22.99990518388261,2.9999051838826114,367.0250330261399,0.018679186485124913,297.86130019400014,297.86130019400014,12.95054470062464,0.0,347.2256314218052,1.0
0.01015185815451289,0.8004001176193217,31445.703910541433,0.08965894475673174,2305630.568911419,0.02366577819103286,0.0011372471455351496,0.0007156442543833337,0.027518669590951346,69.22751487752612,262.99831477628493,3000.0,22.999810371548108,2.9998103715481066,367.00055943241665,0.018678441301137706,297.77304455489053,297.77304455489053,12.946760853439486,0.0,347.21095239109803,1.0
0.015227787231772153,0.8006000886962362,31461.41859288404,0.08961379155550339,2306206.605093427,0.02366498053613987,0.0011361019743744555,0.0007293134450178083,0.02753039595553214,69.29162489478708,263.06402198331153,3000.0,22.999715562995718,2.9997155629957186,366.9760930035676,0.01867769626860559,297.6844681087805,297.6844681087805,12.942963024626511,0.0,347.1958221859185,1.0
0.020303716309028597,0.8008000009967918,31477.132580217432,0.08956868543133908,2306782.4719644026,0.023664183354638366,0.0011349585731415667,0.0007430993282981685,0.027542241256078098,69.35606236591236,263.1297098773932,3000.0,22.999620758224676,2.999620758224677,366.9516337659965,0.018676951388391295,297.59557140008417,297.59557140008417,12.939151237685683,0.0,347.18024108456484,1.0
0.020346810167543472,0.8008016979692923,31477.265986523413,0.08956830268876131,2306787.360259127,0.02366417658871787,0.00113494887341136,0.0007432168668437245,0.027542342328972957,69.35661083047715,263.13026747464744,3000.0,22.999619953362913,2.999619953362912,366.9514261416861,0.018676945065127182,297.59481531120895,297.59481531120895,12.939118816513131,0.0,347.1801068739421,1.0
0.02538697974668382,0.8010001430370505,31492.868556210098,0.08952356129556958,2307359.0006229905,0.023663385496200656,0.00113381529133833,0.0007570217118184539,0.02755422249935744,69.42092058726647,263.19547326016294,3000.0,22.99952582025618,2.99952582025618,366.92714641981,0.01867620558538835,297.5062258325436,297.5062258325436,12.935319978228568,0.0,347.16418587810404,1.0
0.03047030598510155,0.8012002281709563,31508.603988682014,0.089478483785126,2307935.365357281,0.023662588103708488,0.0011326737660822255,0.0007710605687110131,0.027566322438501725,69.48610697112561,263.261217944441,3000.0,22.999430884905575,2.9994308849055735,366.9026660361065,0.018675459927659097,297.4165590649809,297.4165590649809,12.93147472010597,0.0,347.147678833531,1.0
0.03555363222351928,0.801400253709684,31524.33866274157,0.08943345344205535,2308511.558421852,0.023661791187537518,0.0011315340093054523,0.0007852153618911575,0.027578540558734127,69.5516201918151,263.3269430467237,3000.0,22.999335953344996,2.999335953344995,366.87819294386344,0.01867471442528232,297.3265727520483,297.3265727520483,12.927615534430483,0.0,347.13072043612425,1.0
0.040636958461939834,0.8016002194378061,31540.072557925436,0.08938847025050932,2309087.5791961425,0.02366099474820115,0.001130396018804304,0.0007994857255337585,0.02759087649253921,69.61745972091568,263.3926484962251,3000.0,22.999241025573653,2.9992410255736517,366.85372716943823,0.01867396907912066,297.23626744852254,297.23626744852254,12.923742445153527,0.0,347.11331097898545,1.0
0.045720284700357564,0.8018001251402873,31555.80565378532,0.08934353419451888,2309663.427060722,0.023660198786210646,0.0011292597923747147,0.0008138712937940294,0.027603329872379387,69.68362502801045,263.45833422228804,3000.0,22.999146101590746,2.9991461015907475,366.82926873914056,0.018673223890035593,297.1456437111301,297.1456437111301,12.919855476311701,0.0,347.0954507585962,1.0
0.04997242470341141,0.8019672975450963,31568.965566555715,0.08930598192837726,2310144.9834702243,0.023659533340794608,0.0011283107062949587,0.0008259928680020113,0.027613836915091575,69.73922133864089,263.51326432508796,3000.0,22.999066701753513,2.9990667017535118,366.8088152225075,0.01867260066978805,297.0695938838666,297.0695938838666,12.91659343121159,0.0,347.0801648900037,1.0
0.05080559080097601,0.8020000484268589,31571.544057158335,0.08929862778375587,2310239.3255779883,0.023659402992341743,0.001128124886302122,0.0008283773707786062,0.027615905249422472,69.75014154083614,263.52402572619394,3000.0,22.999051144426545,2.9990511444265464,366.80480815743215,0.018672478568742316,297.054666616596,297.054666616596,12.915953130030866,0.0,347.0771328554164,1.0
