design_id,gate_pass,endurance_pass,termination,failure_reasons,endurance_termination,drag_case,empty_mass_kg,initial_fuel_kg,initial_mass_kg,wing_area_m2,altitude_m,gamma_deg,rated_thrust_n,initial_installed_thrust_to_weight,wing_loading_n_m2,elapsed_s,final_mach,time_to_mach_1_s,fuel_at_mach_1_kg,final_fuel_kg,min_excess_thrust_n,min_acceleration_force_n,max_cl,max_q_pa,review_flags,reached_mach_1,mass_within_limit,fuel_nonnegative,never_descends,positive_excess_thrust,positive_acceleration,cl_within_limit,q_within_limit,drag_sensitivity
D0035,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.08,3000.0,0,600.0,1.5595264172708034,2941.995,120.0,0.9825831183266232,,,0.8395474277678654,0.0149368791962274,0.0149368791962274,0.0936515399495565,47389.88227574506,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,baseline_pass_sensitive
D0036,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.08,6000.0,0,600.0,1.2265678651300076,2941.995,7.120604428486752,1.0,7.120604428486752,2.9014624302969607,2.8660976809041223,168.97358330167265,168.97358330167265,0.1390784526727192,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,passes_all_three_assumed_polars
D0036,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.08,6000.0,0,600.0,1.2265678651300076,2941.995,8.991016624083315,1.0,8.991016624083315,2.87576293984033,2.820813568382189,107.2764502151956,107.2764502151956,0.1390784526727192,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,passes_all_three_assumed_polars
D0036,True,True,target_reached,,hold_complete,pessimistic,21.0,3.0,24.0,0.08,6000.0,0,600.0,1.2265678651300076,2941.995,18.9321246803375,1.0,18.9321246803375,2.739791916988427,2.605056172585898,18.70946278163609,18.70946278163609,0.1390784526727192,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,passes_all_three_assumed_polars
D0046,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,optimistic,21.0,3.0,24.0,0.12,0.0,0,300.0,0.975103628660144,1961.33,58.872461043387055,0.9374148200108292,,,2.305744739910902,0.0099999999998487,0.0099999999998487,0.0432071922033061,62327.295554595155,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0046,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.12,0.0,0,300.0,0.975103628660144,1961.33,45.10944120910611,0.8685469059453033,,,2.4610724671466766,0.0100000000001045,0.0100000000001045,0.0432071922033061,53505.842580460856,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0046,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,0.0,0,300.0,0.975103628660144,1961.33,34.62615194405942,0.8074476484874505,,,2.58170625232931,0.0100000000001045,0.0100000000001045,0.0432071922033061,46242.72310978588,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0047,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,optimistic,21.0,3.0,24.0,0.12,3000.0,0,300.0,0.7797632086354017,1961.33,84.90507200174247,0.9562742707070148,,,2.2299619711656553,0.0099999999999624,0.0099999999999624,0.062434359966371,44886.11058391376,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0047,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.12,3000.0,0,300.0,0.7797632086354017,1961.33,59.321946973943994,0.8828708025980553,,,2.454241544665736,0.0099999999999056,0.0099999999999056,0.062434359966371,38259.68079106487,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0047,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,3000.0,0,300.0,0.7797632086354017,1961.33,49.24838017033075,0.8209011503326138,,,2.541733737290201,0.0099999999999056,0.0099999999999056,0.062434359966371,33077.20171711105,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified,False,True,True,True,True,True,True,True,fails_all_three
