case_id,design_id,drag_area_model,total_installation_loss_pct,installed_factor,fixed_body_fraction,wing_loading_kg_m2,full_gate_entry_min_excess_n,full_gate_dry_bound_min_excess_n,mach1_entry_cd,mach1_entry_drag_area_m2,mach1_thrust_n,level_hold_attempted,gate_pass,endurance_pass,termination,failure_reasons,endurance_termination,drag_case,empty_mass_kg,initial_fuel_kg,initial_mass_kg,wing_area_m2,altitude_m,gamma_deg,rated_thrust_n,initial_installed_thrust_to_weight,wing_loading_n_m2,elapsed_s,final_mach,time_to_mach_1_s,fuel_at_mach_1_kg,final_fuel_kg,min_excess_thrust_n,min_acceleration_force_n,max_cl,max_q_pa,review_flags,reached_mach_1,mass_within_limit,fuel_nonnegative,never_descends,positive_excess_thrust,positive_acceleration,cl_within_limit,q_within_limit
D0033_pessimistic_original_wing_scaled_loss15,D0033,original_wing_scaled,15,0.85,0.0,262.5,19.34017087976332,19.94217952638536,0.0945843687579658,0.0075667495006372645,269.438887302529,True,True,True,target_reached,,hold_complete,pessimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.4017918458628658,2574.245625,16.31930891465569,1.0,16.31930891465569,2.775683253058835,2.6524411252965145,19.38838809531248,19.38838809531248,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_pessimistic_fixed_body_50pct_loss15,D0033,fixed_body_50pct,15,0.85,0.5,262.5,-39.55356696352743,-38.951558316905334,0.11685728201949791,0.009348582561559833,269.438887302529,False,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.4017918458628658,2574.245625,120.0,0.9653995281281047,,,1.3575955851725654,0.014291833334198145,0.014291833334198145,0.12169364608862934,30804.64941301209,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True
D0033_optimistic_original_wing_scaled_loss20,D0033,original_wing_scaled,20,0.8,0.0,262.5,153.79457570837343,154.39658435499547,0.037741272452147534,0.003019301796171803,253.58954099061555,True,True,True,target_reached,,hold_complete,optimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.3193335019885795,2574.245625,6.727194318433387,1.0,6.727194318433387,2.906916480091626,2.8702791972142503,153.81464700232547,153.81464700232547,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_optimistic_fixed_body_50pct_loss20,D0033,fixed_body_50pct,20,0.8,0.5,262.5,131.6640427011737,132.26605134779578,0.046110777600766414,0.003688862208061313,253.58954099061555,True,True,True,target_reached,,hold_complete,optimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.3193335019885795,2574.245625,7.273403024783082,1.0,7.273403024783082,2.899406261548182,2.8555210384419025,131.68572951167477,131.68572951167477,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_baseline_original_wing_scaled_loss20,D0033,original_wing_scaled,20,0.8,0.0,262.5,92.0911248738116,92.69313352043363,0.061076785848025006,0.004886142867842001,253.58954099061555,True,True,True,target_reached,,hold_complete,baseline,18.0,3.0,21.0,0.08,6000,0.0,600,1.3193335019885795,2574.245625,8.7188450104712,1.0,8.7188450104712,2.879560119873492,2.822082230257284,92.11707797699151,92.11707797699151,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_baseline_fixed_body_50pct_loss20,D0033,fixed_body_50pct,20,0.8,0.5,262.5,54.88304327898851,55.48505192561055,0.07514844107552411,0.006011875286041929,253.58954099061555,True,True,True,target_reached,,hold_complete,baseline,18.0,3.0,21.0,0.08,6000,0.0,600,1.3193335019885795,2574.245625,10.962184282291943,1.0,10.962184282291943,2.848824676918353,2.774755348194173,54.91559553092688,54.91559553092688,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_pessimistic_original_wing_scaled_loss20,D0033,original_wing_scaled,20,0.8,0.0,262.5,3.49082456784987,4.092833214471909,0.0945843687579658,0.0075667495006372645,253.58954099061555,False,True,False,target_reached,,time_limit,pessimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.3193335019885795,2574.245625,28.259188325259927,1.0,28.259188325259927,2.6130744028031705,1.3700079516137327,3.57367106141146,3.57367106141146,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_pessimistic_fixed_body_50pct_loss20,D0033,fixed_body_50pct,20,0.8,0.5,262.5,-55.40291327544088,-54.800904628818785,0.11685728201949791,0.009348582561559833,253.58954099061555,False,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.3193335019885795,2574.245625,120.0,0.9529176202191842,,,1.3532735175711808,0.014121821100445686,0.014121821100445686,0.12169364608862934,30013.23584931036,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True
D0033_optimistic_original_wing_scaled_loss25,D0033,original_wing_scaled,25,0.75,0.0,262.5,137.94522939645992,138.54723804308196,0.037741272452147534,0.003019301796171803,237.74019467870204,True,True,True,target_reached,,hold_complete,optimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.2368751581142934,2574.245625,7.345768054253124,1.0,7.345768054253124,2.898370122604005,2.859159978696028,137.96713904434057,137.96713904434057,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_optimistic_fixed_body_50pct_loss25,D0033,fixed_body_50pct,25,0.75,0.5,262.5,115.8146963892602,116.41670503588226,0.046110777600766414,0.003688862208061313,237.74019467870204,True,True,True,target_reached,,hold_complete,optimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.2368751581142934,2574.245625,8.011560624841168,1.0,8.011560624841168,2.889218196647924,2.842146741189434,115.83857381773169,115.83857381773169,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_baseline_original_wing_scaled_loss25,D0033,original_wing_scaled,25,0.75,0.0,262.5,76.24177856189809,76.84378720852013,0.061076785848025006,0.004886142867842001,237.74019467870204,True,True,True,target_reached,,hold_complete,baseline,18.0,3.0,21.0,0.08,6000,0.0,600,1.2368751581142934,2574.245625,9.858982399080174,1.0,9.858982399080174,2.863864090591515,2.8014948115730784,76.27110294441627,76.27110294441627,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_baseline_fixed_body_50pct_loss25,D0033,fixed_body_50pct,25,0.75,0.5,262.5,39.033696967075,39.63570561369704,0.07514844107552411,0.006011875286041929,237.74019467870204,True,True,True,target_reached,,hold_complete,baseline,18.0,3.0,21.0,0.08,6000,0.0,600,1.2368751581142934,2574.245625,13.099897493785335,1.0,13.099897493785335,2.8195013572559677,2.734656362243898,39.07253611182236,39.07253611182236,0.12169364608862934,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0033_pessimistic_original_wing_scaled_loss25,D0033,original_wing_scaled,25,0.75,0.0,262.5,-12.358521744063637,-11.756513097441598,0.0945843687579658,0.0075667495006372645,237.74019467870204,False,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.2368751581142934,2574.245625,120.0,0.9858317187745071,,,1.3639269565918062,0.019091682967086854,0.019091682967086854,0.12169364608862934,32122.377431689136,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True
D0033_pessimistic_fixed_body_50pct_loss25,D0033,fixed_body_50pct,25,0.75,0.5,262.5,-71.25225958735439,-70.65025094073229,0.11685728201949791,0.009348582561559833,237.74019467870204,False,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,18.0,3.0,21.0,0.08,6000,0.0,600,1.2368751581142934,2574.245625,120.0,0.9407601201940641,,,1.3490649414499554,0.014203765132549506,0.014203765132549506,0.12169364608862934,29252.292265624717,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True
D0036_optimistic_original_wing_scaled_loss15,D0036,original_wing_scaled,15,0.85,0.0,300.0,168.94929665879988,169.64392202028688,0.038003971526654017,0.0030403177221323212,269.438887302529,True,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.2265678651300076,2941.995,7.120604428486752,1.0,7.120604428486752,2.9014624302969607,2.8660976809041223,168.97358330167265,168.97358330167265,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_optimistic_fixed_body_50pct_loss15,D0036,fixed_body_50pct,15,0.85,0.5,300.0,146.8187636516002,147.51338901308716,0.0463734766752729,0.0037098781340218316,269.438887302529,True,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.2265678651300076,2941.995,7.646720937885423,1.0,7.646720937885423,2.894226807266022,2.8519957936602247,146.84482972701443,146.84482972701443,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_baseline_original_wing_scaled_loss15,D0036,original_wing_scaled,15,0.85,0.0,300.0,107.24584582423805,107.94047118572504,0.061339484922531495,0.004907158793802519,269.438887302529,True,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.08,6000,0.0,600,1.2265678651300076,2941.995,8.991016624083315,1.0,8.991016624083315,2.87576293984033,2.820813568382189,107.27645021519561,107.27645021519561,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_baseline_fixed_body_50pct_loss15,D0036,fixed_body_50pct,15,0.85,0.5,300.0,70.03776422941496,70.73238959090196,0.0754111401500306,0.006032891212002448,269.438887302529,True,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.08,6000,0.0,600,1.2265678651300076,2941.995,10.91726143533974,1.0,10.91726143533974,2.849354349604422,2.779982733633275,70.07485360707167,70.07485360707167,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_pessimistic_original_wing_scaled_loss15,D0036,original_wing_scaled,15,0.85,0.0,300.0,18.64554551827632,19.34017087976332,0.09484706783247229,0.007587765426597784,269.438887302529,True,True,True,target_reached,,hold_complete,pessimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.2265678651300076,2941.995,18.9321246803375,1.0,18.9321246803375,2.739791916988427,2.605056172585898,18.70946278163609,18.70946278163609,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_pessimistic_fixed_body_50pct_loss15,D0036,fixed_body_50pct,15,0.85,0.5,300.0,-40.24819232501443,-39.55356696352743,0.1171199810940044,0.009369598487520352,269.438887302529,False,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.2265678651300076,2941.995,120.0,0.9648477958773798,,,1.357037525627167,0.019064328414060583,0.019064328414060583,0.13907845267271926,30769.449350409745,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True
D0036_optimistic_original_wing_scaled_loss20,D0036,original_wing_scaled,20,0.8,0.0,300.0,153.09995034688643,153.79457570837343,0.038003971526654017,0.0030403177221323212,253.58954099061555,True,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.154416814240007,2941.995,7.721470131377371,1.0,7.721470131377371,2.893158768089892,2.8554615704369186,153.12627903596618,153.12627903596618,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_optimistic_fixed_body_50pct_loss20,D0036,fixed_body_50pct,20,0.8,0.5,300.0,130.96941733968674,131.6640427011737,0.0463734766752729,0.0037098781340218316,253.58954099061555,True,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.154416814240007,2941.995,8.35141114773771,1.0,8.35141114773771,2.884497284238887,2.839401478938094,130.99787531480737,130.99787531480737,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_baseline_original_wing_scaled_loss20,D0036,original_wing_scaled,20,0.8,0.0,300.0,91.3964995123246,92.0911248738116,0.061339484922531495,0.004907158793802519,253.58954099061555,True,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.08,6000,0.0,600,1.154416814240007,2941.995,10.021439088174922,1.0,10.021439088174922,2.861567777005682,2.802404586492837,91.43059060966971,91.43059060966971,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_baseline_fixed_body_50pct_loss20,D0036,fixed_body_50pct,20,0.8,0.5,300.0,54.18841791750151,54.88304327898851,0.0754111401500306,0.006032891212002448,253.58954099061555,True,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.08,6000,0.0,600,1.154416814240007,2941.995,12.624532527660413,1.0,12.624532527660413,2.82590439417694,2.748944457083408,54.23125973317261,54.23125973317261,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_pessimistic_original_wing_scaled_loss20,D0036,original_wing_scaled,20,0.8,0.0,300.0,2.7961992063628713,3.49082456784987,0.09484706783247229,0.007587765426597784,253.58954099061555,False,True,False,target_reached,,time_limit,pessimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.154416814240007,2941.995,34.127496874335584,1.0,34.127496874335584,2.53290538997981,1.3691819658768163,2.910438651209205,2.910438651209205,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_pessimistic_fixed_body_50pct_loss20,D0036,fixed_body_50pct,20,0.8,0.5,300.0,-56.09753863692788,-55.40291327544088,0.1171199810940044,0.009369598487520352,253.58954099061555,False,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.154416814240007,2941.995,120.0,0.9523735753990856,,,1.3527472151639919,0.01885521182168759,0.01885521182168759,0.13907845267271926,29978.974998295274,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True
D0036_optimistic_original_wing_scaled_loss25,D0036,original_wing_scaled,25,0.75,0.0,300.0,137.25060403497292,137.94522939645992,0.038003971526654017,0.0030403177221323212,237.74019467870204,True,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.0822657633500068,2941.995,8.43481881692563,1.0,8.43481881692563,2.883302998200004,2.842917804682936,137.27935554548077,137.27935554548077,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_optimistic_fixed_body_50pct_loss25,D0036,fixed_body_50pct,25,0.75,0.5,300.0,115.12007102777322,115.8146963892602,0.0463734766752729,0.0037098781340218316,237.74019467870204,True,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.0822657633500068,2941.995,9.203412433927985,1.0,9.203412433927985,2.872738020774641,2.8242973104586264,115.15141859249256,115.15141859249256,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_baseline_original_wing_scaled_loss25,D0036,original_wing_scaled,25,0.75,0.0,300.0,75.54715320041109,76.24177856189809,0.061339484922531495,0.004907158793802519,237.74019467870204,True,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.08,6000,0.0,600,1.0822657633500068,2941.995,11.34117521861713,1.0,11.34117521861713,2.843399677340871,2.7789901425377845,75.58570383684372,75.58570383684372,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_baseline_fixed_body_50pct_loss25,D0036,fixed_body_50pct,25,0.75,0.5,300.0,38.339071605588,39.033696967075,0.0754111401500306,0.006032891212002448,237.74019467870204,True,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.08,6000,0.0,600,1.0822657633500068,2941.995,15.116486725213456,1.0,15.116486725213456,2.7917239664023454,2.7026100828043975,38.39028798364512,38.39028798364512,0.13907845267271926,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True
D0036_pessimistic_original_wing_scaled_loss25,D0036,original_wing_scaled,25,0.75,0.0,300.0,-13.053147105550636,-12.358521744063637,0.09484706783247229,0.007587765426597784,237.74019467870204,False,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.0822657633500068,2941.995,120.0,0.9850927704238395,,,1.3631482766077974,0.02543397628963362,0.02543397628963362,0.13907845267271926,32074.23963859333,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True
D0036_pessimistic_fixed_body_50pct_loss25,D0036,fixed_body_50pct,25,0.75,0.5,300.0,-71.94688494884139,-71.25225958735439,0.1171199810940044,0.009369598487520352,237.74019467870204,False,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.08,6000,0.0,600,1.0822657633500068,2941.995,120.0,0.9402140416950252,,,1.3485635726582381,0.018979661303632156,0.018979661303632156,0.13907845267271926,29218.342247290122,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True
