time_s,mach,q_pa,cl,reynolds,cd_parasite,cd_induced,cd_wave,cd_total,drag_n,speed_m_s,altitude_m,mass_kg,fuel_kg,thrust_n,fuel_flow_kg_s,excess_thrust_n,acceleration_force_n,acceleration_m_s2,climb_rate_m_s,specific_excess_power_m_s,throttle,phase,required_throttle
18.9321246803375,1.0,33052.33196919002,0.08804516070898874,2138886.643698051,0.032600854016424395,0.0010966766335205821,0.05912536443148688,0.09482289508143185,250.7294245208929,316.4517199951066,6000.0,23.739791916988427,2.739791916988427,269.438887302529,0.013559771349099201,18.70946278163609,18.70946278163609,0.7881055927978634,0.0,25.43145420491677,1.0,accelerate_to_hold,
18.963693300221554,1.000078491536162,33057.52082944283,0.08802975341253663,2139054.5281963916,0.0326005070867664,0.0010962928453951476,0.05913204582479353,0.09482884575695508,250.7845235074051,316.47655877673014,6000.0,23.7393638565312,2.7393638565311975,269.4325930548605,0.01355959340708159,18.64806954745538,18.64806954745538,0.7855336672100799,0.0,25.350450133522788,1.0,accelerate_to_hold,
18.981836123023765,1.0001234855344427,33060.49544294994,0.08802092078722416,2139150.76525836,0.032600308229707824,0.0010960728593614978,0.05913586488482426,0.09483224597389359,250.81608286916935,316.4907972048755,6000.0,23.73911784815636,2.739117848156361,269.4289849796129,0.013559491401785377,18.612902110443542,18.612902110443542,0.7840603947247798,0.0,25.304043621747994,1.0,accelerate_to_hold,
19.011210436459418,1.0001961547217713,33065.29998289646,0.08800665433011624,2139306.1964125456,0.03259998708107971,0.0010957175845230985,0.05914201615074323,0.09483772081634603,250.86701507893326,316.51379349419625,6000.0,23.738719549826843,2.7387195498268433,269.42315762694176,0.013559326649934578,18.556142548008495,18.556142548008495,0.7816825380602236,0.0,25.22913588530363,1.0,accelerate_to_hold,
19.031547565710035,1.0002463376869897,33068.6180448939,0.08799680164612475,2139413.532086593,0.03259976532267911,0.0010954722586469362,0.059146251862371754,0.0948414894436978,250.90215913779832,316.5296739798541,6000.0,23.738443793205548,2.738443793205546,269.41913344768284,0.013559212874446912,18.516974309884517,18.516974309884517,0.7800416266202115,0.0,25.177437939032252,1.0,accelerate_to_hold,
19.0812590083963,1.0003685605927022,33076.70003303819,0.08797280242080428,2139674.9530271753,0.032599225275809364,0.0010948748073760933,0.0591565265701216,0.09485062665330705,250.98765806057077,316.56835162858965,6000.0,23.737769752065624,2.7377697520656232,269.4093323751477,0.013558935757953857,18.421674314576933,18.421674314576933,0.7760490773558838,0.0,25.05163100563801,1.0,accelerate_to_hold,
19.090905605622453,1.0003922056205867,33078.263674216825,0.08796815914678444,2139725.527061507,0.03259912080843442,0.0010947592337114016,0.0591585074904908,0.09485238753263663,251.00418279468408,316.575834138333,6000.0,23.73763895473218,2.7376389547321813,269.4074362769324,0.013558882145670066,18.403253482248317,18.403253482248317,0.7752773355995275,0.0,25.02730995864691,1.0,accelerate_to_hold,
19.130970451082568,1.0004901583538974,33084.74166344602,0.08794892225405117,2139935.0368544995,0.03259868806973202,0.0010942804817749006,0.05916669020051795,0.09485965875202487,251.0725843274711,316.6068314492674,6000.0,23.73709572466668,2.7370957246666823,269.39958143304204,0.013558660043247118,18.32699710557094,18.32699710557094,0.7720825377354916,0.0,24.926616723319732,1.0,accelerate_to_hold,
19.17127198634772,1.0005882827616652,33091.23164208956,0.08792964917979991,2140144.913839694,0.032598254623572076,0.0010938009343831837,0.05917484923421454,0.0948669047921698,251.14101773165976,316.637883086879,6000.0,23.73654929433745,2.7365492943374505,269.3917128225521,0.013558437541434107,18.25069509089235,18.25069509089235,0.7688857746162036,0.0,24.82584409661708,1.0,accelerate_to_hold,
19.180681893768835,1.0006111350402822,33092.743190233334,0.08792516029627657,2140193.7922732066,0.03259815368524203,0.0010936892582941848,0.05917674393260484,0.09486858687614105,251.15694258499812,316.6451147297532,6000.0,23.73642171093926,2.736421710939261,269.3898802950156,0.013558385721338224,18.232937710017467,18.232937710017467,0.768141800481012,0.0,24.80238904641536,1.0,accelerate_to_hold,
