time_s,mach,q_pa,cl,reynolds,cd_parasite,cd_induced,cd_wave,cd_total,drag_n,speed_m_s,altitude_m,mass_kg,fuel_kg,thrust_n,fuel_flow_kg_s,excess_thrust_n,acceleration_force_n,acceleration_m_s2,climb_rate_m_s,specific_excess_power_m_s,throttle
0.0,0.8,21153.492460281614,0.13907845267271926,1711109.3149584413,0.033609527105619055,0.002736448692775893,0.007084548104956279,0.04543052390335123,76.8811395884947,253.1613759960853,6000.0,24.0,3.0,288.68452210985254,0.014149326625146993,211.80338252135783,211.80338252135783,8.825140938389909,0.0,227.8234487130848,1.0
0.007177963616682791,0.8002001191735552,21164.076832523337,0.1390083098627947,1711537.347185906,0.03360837111424889,0.0027336891884129242,0.0071279208602544365,0.045469981162916256,76.98641399242788,253.2247040527608,6000.0,23.99989843867497,2.99989843867497,288.6652650071916,0.014148761974987451,211.6788510147637,211.6788510147637,8.819989449357456,0.0,227.74741813585828,1.0
0.014355927233365581,0.8004001214085342,21174.657664862043,0.1389382604267324,1711965.1292950124,0.03360721614493744,0.002730934746793147,0.00717137299763286,0.04550952388936345,77.09188710785057,253.2879951040228,6000.0,23.999796881401977,2.999796881401976,288.6460191573163,0.014148197604229019,211.55413204946572,211.55413204946572,8.814830104391598,0.0,227.67108485812506,1.0
0.02153389085005236,0.8006000065270833,21185.234943246942,0.1388683042816039,1712392.6609053512,0.033606062197913324,0.0027281853591061677,0.007214904032499595,0.04554915158951909,77.19755823116255,253.35124909358908,6000.0,23.999695328179012,2.9996953281790106,288.62678457734125,0.014147633513462281,211.42922634617872,211.42922634617872,8.809662933426123,0.0,227.59444950895568,1.0
0.0218005789180806,0.8006074307444917,21185.627859854627,0.1388657069467595,1712408.5404648057,0.03360601934418528,0.0027280833063783707,0.007216522886277952,0.0455506255368416,77.20148811256938,253.3535984999576,6000.0,23.999691555176756,2.9996915551767556,288.6260701584564,0.014147612560792815,211.424582045887,211.424582045887,8.809470803397993,0.0,227.59159640868126,1.0
0.028725993960259006,0.80080016774834,21195.82947872483,0.13879830381694847,1712820.7830680832,0.03360490700332478,0.002725435615587243,0.007258599462104049,0.045588942081016076,77.30363539717436,253.41459045633206,6000.0,23.99959357897167,2.9995935789716697,288.6075234285068,0.014147068592933125,211.30388803133243,211.30388803133243,8.804477764843314,0.0,227.51736086835467,1.0
0.03591864267658195,0.8010002262071274,21206.421221396227,0.13872839154434952,1713248.6854335421,0.03360375274798392,0.0027226907202259096,0.007302376452524632,0.04562881992073446,77.40991800594641,253.47789929971492,6000.0,23.999491826107864,2.999491826107863,288.5882721683171,0.01414650391185748,211.17835416237068,211.17835416237068,8.799284405373957,0.0,227.43996435224383,1.0
0.0431112913929049,0.8012001665374602,21217.00935335436,0.1386585726939352,1713676.3351356278,0.03360259951978303,0.00271995087297877,0.007346231206793631,0.04566878159955544,77.51639730832521,253.5411707611451,6000.0,23.999390077304593,2.999390077304593,288.5690322754129,0.014145939513690808,211.05263496708767,211.05263496708767,8.794083278252682,0.0,227.36226643544884,1.0
0.049952835568172815,0.8013902371280761,21227.0772689996,0.1385922486223762,1714082.8745832562,0.03360150353902879,0.0027173494460607304,0.007388016939705511,0.045706869924795036,77.61786076941907,253.60131892646604,6000.0,23.999293299070192,2.9992932990701915,288.55074212953986,0.014145402929326138,210.9328813601208,210.9328813601208,8.789128860235772,0.0,227.28808218611445,1.0
0.0503050746591284,0.8014000200731808,21227.59552986567,0.13858883619083856,1714103.7991938763,0.03360144713727215,0.002717215634034687,0.0073901701763986975,0.04570883294770554,77.62308943648726,253.604414756271,6000.0,23.999288316511187,2.999288316511187,288.5498007345957,0.014145375310060554,210.92671129810844,210.92671129810844,8.788873591430363,0.0,227.28425543091097,1.0
